Accepted Symbol,Synonym Symbol,Scientific Name,PLANTS Floristic Area,State and Province,Family,Duration,Native Status,Active Growth Period,Fire Resistance,Bloom Period
RUSU,,Rudbeckia subtomentosa,NA (L48),"USA(AR, CT, IA, IL, IN, KS, KY, LA, MA, MI, MO, MS, NC, NY, OK, TN, TX, WI)",Asteraceae,Perennial,L48(N),,,
RUELL,,Ruellia,"NA (L48, PB)","USA+(PR, VI), USA(AL, AR, AZ, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MD, MI, MN, MO, MS, NC, NE, NJ, NM, OH, OK, PA, PW, SC, TN, TX, UM, VA, WI, WV)",Acanthaceae,,"L48(I,N)",,,
RUCA4,,Ruellia caroliniensis,NA (L48),"USA(AL, DC, DE, FL, GA, IL, IN, KY, LA, MD, MS, NC, NJ, OH, OK, PA, SC, TN, TX, VA, WV)",Acanthaceae,Perennial,L48(N),,,
RUCAC2,,Ruellia caroliniensis ssp. caroliniensis,NA (L48),"USA(AL, DC, DE, FL, GA, IL, IN, KY, LA, MD, MS, NC, NJ, OH, OK, PA, SC, TN, TX, VA, WV)",Acanthaceae,Perennial,L48(N),,,
RUCAC4,,Ruellia caroliniensis ssp. caroliniensis var. caroliniensis,NA (L48),"USA(AL, DC, DE, FL, GA, IL, IN, KY, LA, MD, MS, NC, NJ, OH, OK, PA, SC, TN, TX, VA, WV)",Acanthaceae,Perennial,L48(N),,,
RUHU,,Ruellia humilis,NA (L48),"USA(AL, AR, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MN, MO, MS, NC, NE, OH, OK, PA, TN, TX, VA, WI, WV)",Acanthaceae,Perennial,L48(N),Summer,No,Summer
RUPE4,,Ruellia pedunculata,NA (L48),"USA(AL, AR, FL, GA, IL, KY, LA, MO, MS, OK, PA, SC, TX)",Acanthaceae,Perennial,L48(N),,,
RUPEP2,,Ruellia pedunculata ssp. pedunculata,NA (L48),"USA(AR, IL, LA, MO, OK, PA, TX)",Acanthaceae,Perennial,L48(N),,,
RUST2,,Ruellia strepens,NA (L48),"USA(AL, AR, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MO, MS, NC, NE, NJ, OH, OK, PA, SC, TN, TX, VA, WV)",Acanthaceae,Perennial,L48(N),Spring,No,Early Spring
RUHA2,,Rumex hastatulus,NA (L48),"USA(AL, AR, DE, FL, GA, IL, IN, KS, LA, MA, MD, MO, MS, NC, NJ, NM, NY, OK, PA, SC, TX, VA)",Polygonaceae,Perennial,L48(N),,,
RUOR2,,Rumex orbiculatus,NA (L48),"USA(CA, CT, IA, IL, IN, MA, ME, MI, MN, ND, NE, NH, NJ, NY, OH, PA, RI, SD, VT, WI)",Polygonaceae,Perennial,L48(N),,,
RUORB,,Rumex orbiculatus var. borealis,NA (L48),"USA(CT, IA, IL, IN, MA, ME, MI, MN, ND, NE, NH, NJ, NY, OH, PA, RI, SD, VT, WI)",Polygonaceae,Perennial,L48(N),,,
RUORO,,Rumex orbiculatus var. orbiculatus,NA (L48),"USA(CA, CT, IA, IL, IN, MA, ME, MI, MN, ND, NE, NH, NJ, NY, OH, PA, RI, SD, VT, WI)",Polygonaceae,Perennial,L48(N),,,
RUPPI,,Ruppia,NA (L48),"CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA(SB), USA+(PR, VI), USA(AK, AL, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, KS, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, RI, SC, SD, TX, UT, VA, VT, WA, WI, WY)",Ruppiaceae,,L48(N)CAN(N)SPM(N),,,
SABAT,,Sabatia,NA (L48),"CAN(NS, ON), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NJ, NM, NY, OH, OK, PA, RI, SC, TN, TX, VA, WI, WV)",Gentianaceae,,L48(N)CAN(N),,,
SACA26,,Sabatia campanulata,NA (L48),"USA(AL, AR, CT, DE, FL, GA, IL, IN, KY, LA, MA, MD, MS, NC, NJ, NY, PA, SC, TN, TX, VA)",Gentianaceae,Perennial,L48(N),,,
SACA3,,Sabatia campestris,NA (L48),"USA(AR, CT, IA, IL, KS, KY, LA, MA, ME, MO, MS, OK, TX)",Gentianaceae,Annual,L48(N),,,
SACCH,,Saccharum,"NA (L48, PB)","USA+(PR, VI), USA(AL, AR, AZ, CA, CO, DC, DE, FL, GA, HI, IL, IN, KS, KY, LA, MD, MI, MO, MS, NC, NJ, NM, NY, OH, OK, PA, PW, SC, TN, TX, UT, VA, WV)",Poaceae,,"L48(I,N)",,,
SAAL21,,Saccharum alopecuroides,NA (L48),"USA(AL, AR, DC, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, NJ, OH, OK, SC, TN, TX, VA, WV)",Poaceae,Perennial,L48(N),,,
SABA10,,Saccharum baldwinii,NA (L48),"USA(AL, AR, FL, GA, IL, KY, LA, MD, MO, MS, NC, OK, SC, TN, TX, VA)",Poaceae,Perennial,L48(N),,,
SABR18,,Saccharum brevibarbe,NA (L48),"USA(AL, AR, DE, FL, GA, IL, KY, LA, MD, MS, NC, OK, SC, TN, TX, VA)",Poaceae,Perennial,L48(N),Summer,No,Fall
SABRB5,,Saccharum brevibarbe var. brevibarbe,NA (L48),"USA(AL, AR, IL, LA, MD, MS, NC, OK, TN, TX)",Poaceae,Perennial,L48(N),,,
SAGI,,Saccharum giganteum,NA (L48),"USA(AL, AR, DC, DE, FL, GA, IL, KY, LA, MD, MO, MS, NC, NJ, NY, OK, PA, SC, TN, TX, VA)",Poaceae,Perennial,L48(N),Summer,No,Summer
SAGIN,,Sagina,"GL (L48, GL, PB)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UM, UT, VA, VT, WA, WI, WV, WY)",Caryophyllaceae,,"L48(I,N)CAN(I,N)GL(N)SPM(I,N)",,,
SAGIT,,Sagittaria,NA (L48),"CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), USA+(PR), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Alismataceae,,"L48(I,N)CAN(N)",,,
SAAM4,,Sagittaria ambigua,NA (L48),"USA(AR, IL, IN, KS, MO, OK)",Alismataceae,Perennial,L48(N),,,
SAAU2,,Sagittaria australis,NA (L48),"USA(AL, AR, DC, DE, FL, GA, IA, IL, IN, KY, LA, MD, MO, MS, NC, NJ, NY, OH, PA, SC, TN, VA, WV)",Alismataceae,Perennial,L48(N),,,
SACAC,,Sagittaria calycina var. calycina,NA (L48),"USA(AL, AR, AZ, CA, CO, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MD, MI, MN, MO, MS, MT, NC, NE, NJ, NM, OH, OK, OR, SC, SD, TN, TX, VA, WI, WV)",Alismataceae,Perennial,L48(N),,,
SAPL,,Sagittaria platyphylla,NA (L48),"USA(AL, AR, FL, GA, IL, KS, KY, LA, MO, MS, NC, OH, OK, SC, TN, TX, VA, WV)",Alismataceae,Perennial,L48(N),Spring and Summer,No,Mid Summer
SALIC,,Salicornia,NA (L48),"CAN(AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA(SB), USA+(PR), USA(AK, AL, CA, CO, CT, DE, FL, GA, HI, IA, ID, IL, KS, LA, MA, MD, ME, MI, MN, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, RI, SC, SD, TX, UT, VA, WA, WY)",Chenopodiaceae,,L48(N)CAN(N)SPM(N),,,
SALIX,,Salix,"GL (L48, GL)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA+(PR, VI)",Salicaceae,,"L48(I,N)CAN(I,N)GL(N)SPM(N)",,,
SAGL3,,Salix Ã—glatfelteri,NA (L48),"USA(CO, IL, IN, MI, MO, OH, WI)",Salicaceae,Perennial,L48(N),,,
SACA5,,Salix caroliniana,NA (L48),"USA(AL, AR, DC, DE, FL, GA, IL, IN, KS, KY, LA, MD, MO, MS, NC, NJ, OH, OK, PA, SC, TN, TX, VA, WV)",Salicaceae,Perennial,L48(N),Spring,No,Early Spring
SAHUT,,Salix humilis var. tristis,NA (L48),"USA(AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, VA, WI, WV)",Salicaceae,Perennial,L48(N),,,
SALVI,,Salvia,NA (L48),"CAN(AB, BC, MB, ON, QC, SK), USA+(PR, VI), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Lamiaceae,,"L48(I,N)CAN(I,W)",,,
SAAZ,,Salvia azurea,NA (L48),"USA(AL, AR, CO, CT, FL, GA, IA, IL, IN, KS, KY, LA, MI, MN, MO, MS, NC, NE, NM, NY, OH, OK, SC, TN, TX, UT, WI)",Lamiaceae,Perennial,L48(N),,,
SAAZG,,Salvia azurea var. grandiflora,NA (L48),"USA(AL, AR, CO, CT, GA, IA, IL, IN, KS, KY, LA, MI, MN, MO, MS, NE, NM, NY, OH, OK, TN, TX, UT, WI)",Lamiaceae,Perennial,L48(N),Spring and Summer,No,Spring
SALY2,,Salvia lyrata,NA (L48),"USA(AL, AR, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MD, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WV)",Lamiaceae,Perennial,L48(N),,,
SAMBU,,Sambucus,"NA (L48, PB)","CAN(AB, BC, MB, NB, NF, NS, ON, PE, QC, SK, YT), USA+(PR, VI), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PW, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Caprifoliaceae,,"L48(I,N)CAN(I,N)",,,
SAMOL,,Samolus,NA (L48),"CAN(NB, NS, ON, PE, QC), USA+(PR), USA(AL, AR, AZ, CA, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, TN, TX, UT, VA, VT, WA, WI, WV)",Primulaceae,,"L48(I,N)CAN(N)",,,
SANGU,,Sanguinaria,NA (L48),"CAN(MB, NB, NS, ON, QC), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV)",Papaveraceae,,L48(N)CAN(N),,,
SANGU2,,Sanguisorba,NA (L48),"CAN(BC, LB, MB, NB, NF, NS, NT, ON, QC, YT), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MT, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Rosaceae,,"L48(I,N)CAN(I,N)SPM(N)",,,
SANIC,,Sanicula,NA (L48),"CAN(AB, BC, MB, NB, NF, NS, ON, PE, QC, SK), FRA(SB), USA(AL, AR, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV, WY)",Apiaceae,,L48(N)CAN(N)SPM(N),,,
SASM,,Sanicula smallii,NA (L48),"USA(AL, AR, FL, GA, IL, IN, KY, LA, MO, MS, NC, OH, SC, TN, TX, VA, WV)",Apiaceae,"Biennial, Perennial",L48(N),,,
SANVI,,Sanvitalia,NA (L48),"USA(AZ, CA, IL, MD, NM, NV, TX, VT)",Asteraceae,,"L48(I,N)",,,
SARRA,,Sarracenia,NA (L48),"CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK), FRA(SB), USA(AK, AL, CA, CT, DC, DE, FL, GA, IL, IN, LA, MA, MD, ME, MI, MN, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TX, VA, VT, WA, WI, WV)",Sarraceniaceae,,L48(N)CAN(N)SPM(N),,,
SASSA,,Sassafras,NA (L48),"CAN(ON), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)",Lauraceae,,L48(N)CAN(N),,,
SAURU,,Saururus,NA (L48),"CAN(ON, QC), USA(AL, AR, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, WI, WV)",Saururaceae,,L48(N)CAN(N),,,
SAXIF,,Saxifraga,"GL (L48, GL)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, QC, SK, YT), DEN(GL), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Saxifragaceae,,"L48(I,N)CAN(I,N)GL(N)",,,
SCHED,,Schedonnardus,NA (L48),"CAN(AB, MB, SK), USA(AR, AZ, CA, CO, HI, IA, IL, KS, LA, MN, MO, MS, MT, ND, NE, NM, NV, OK, SD, TX, UT, WI, WY)",Poaceae,,L48(N)CAN(N),,,
SCHED2,,Schedonorus,"GL (L48, GL)","CAN(AB, BC, LB, MB, NB, NF, NS, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Poaceae,,"L48(I,N)CAN(I)GL(I)SPM(I)",,,
SCHEU,,Scheuchzeria,NA (L48),"CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, QC, SK, YT), USA(AK, CA, CT, IA, ID, IL, IN, MA, ME, MI, MN, MT, ND, NH, NJ, NM, NY, OH, OR, PA, RI, VA, VT, WA, WI, WV, WY)",Scheuchzeriaceae,,L48(N)CAN(N),,,
SCPAA3,,Scheuchzeria palustris ssp. americana,"NA (L48, AK)","USA(AK, CA, CT, IA, ID, IL, IN, MA, ME, MI, MN, MT, ND, NH, NJ, NM, NY, OH, OR, PA, RI, VA, VT, WA, WI, WV, WY)",Scheuchzeriaceae,Perennial,L48(N)AK(N),,,
SCHIZ,,Schizachne,NA (L48),"CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), USA(AK, CO, CT, FL, IA, IL, IN, KY, MA, MD, ME, MI, MN, MT, ND, NE, NH, NJ, NM, NY, OH, PA, RI, SD, UT, VA, VT, WI, WV, WY)",Poaceae,,L48(N)CAN(N),,,
SCHIZ4,,Schizachyrium,"NA (L48, PB)","CAN(AB, BC, MB, NB, NS, ON, QC, SK), USA+(PR, VI), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, PW, RI, SC, SD, TN, TX, UM, UT, VA, VT, WA, WI, WV, WY)",Poaceae,,L48(N)CAN(N),,,
SCLI11,,Schizachyrium littorale,NA (L48),"USA(AL, CT, DE, FL, GA, IL, IN, LA, MA, MD, MS, NC, NJ, NY, OH, PA, TX, VA)",Poaceae,Perennial,L48(N),,,
SCHOE7,,Schoenoplectiella,"NA (L48, PB)","CAN(BC, NB, ON, QC), USA(AL, CA, CO, CT, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, OR, PA, PW, RI, SC, SD, TN, TX, UT, VA, VT, WI, WV, WY)",Cyperaceae,,"L48(I,N)CAN(I,N)",,,
SCHA10,,Schoenoplectiella hallii,NA (L48),"USA(AL, GA, IA, IL, IN, KS, KY, MA, MI, MO, NE, OK, SC, WI)",Cyperaceae,"Annual, Perennial",L48(N),,,
SCHOE6,,Schoenoplectus,"NA (L48, PB)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA(SB), USA+(PR, VI), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, GU, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MP, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Cyperaceae,,"L48(I,N)CAN(N)SPM(N)",,,
SCCA11,,Schoenoplectus californicus,"NA (L48), HI","USA(AL, AR, AZ, CA, FL, GA, HI, IL, KS, LA, MS, NM, OK, OR, SC, TN, TX)",Cyperaceae,Perennial,L48(N)HI(I),Summer,No,Late Spring
SCDE6,,Schoenoplectus deltarum,NA (L48),"USA(AL, FL, IL, KS, LA, MO, MS, TX)",Cyperaceae,Perennial,L48(N),,,
SCIRP,,Scirpus,NA (L48),"CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Cyperaceae,,L48(N)CAN(N)SPM(N),,,
SCPO2,,Scirpus polyphyllus,NA (L48),"USA(AL, AR, CT, DC, DE, GA, IL, IN, KY, MA, MD, ME, MO, MS, NC, NH, NJ, NY, OH, PA, SC, TN, VA, VT, WV)",Cyperaceae,Perennial,L48(N),,,
SCLER2,,Scleria,"NA (L48, PB)","CAN(ON), USA+(PR, VI), USA(AL, AR, AS, CT, DC, DE, FL, FM, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, PW, RI, SC, TN, TX, UM, VA, WI, WV)",Cyperaceae,,"L48(I,N)CAN(N)",,,
SCMU8,,Scleria muehlenbergii,"NA (L48), PR","USA+(PR), USA(AL, DC, DE, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, NJ, NY, PA, RI, SC, TN, TX, VA)",Cyperaceae,"Annual, Perennial",L48(N)PR(N),,,
SCOL2,,Scleria oligantha,NA (L48),"USA+(PR), USA(AL, AR, DC, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, NJ, OH, OK, SC, TN, TX, VA, WV)",Cyperaceae,Perennial,L48(N),,,
SCPAC,,Scleria pauciflora var. caroliniana,NA (L48),"USA+(PR), USA(AL, AR, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, NH, NJ, NY, OH, OK, RI, SC, TN, TX, VA)",Cyperaceae,Perennial,L48(N),,,
SCRE,,Scleria reticularis,"NA (L48), PR","USA+(PR), USA(AL, AR, CT, DC, DE, FL, GA, IL, IN, LA, MA, MD, MI, MO, MS, NC, NH, NJ, NY, OK, PA, RI, SC, TN, TX, VA, WI, WV)",Cyperaceae,Annual,L48(N)PR(N),,,
SCROP,,Scrophularia,NA (L48),"CAN(AB, BC, NB, NF, NS, ON, PE, QC, SK), USA+(PR), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Scrophulariaceae,,"L48(I,N)CAN(I,N)",,,
SCUTE,,Scutellaria,NA (L48),"CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA(SB), USA+(PR), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Lamiaceae,,"L48(I,N)CAN(N)SPM(N)",,,
SCEL,,Scutellaria elliptica,NA (L48),"USA(AL, AR, DC, DE, FL, GA, IL, IN, KS, KY, LA, MD, MI, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WV)",Lamiaceae,Perennial,L48(N),,,
SCELE,,Scutellaria elliptica var. elliptica,NA (L48),"USA(AL, AR, DC, DE, FL, GA, IL, IN, KS, KY, LA, MD, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WV)",Lamiaceae,Perennial,L48(N),,,
SCELH,,Scutellaria elliptica var. hirsuta,NA (L48),"USA(AL, FL, GA, IL, IN, KY, LA, MI, MO, MS, NC, OH, PA, TN, TX, VA, WV)",Lamiaceae,Perennial,L48(N),,,
SCIN,,Scutellaria incana,NA (L48),"USA(AL, AR, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WI, WV)",Lamiaceae,Perennial,L48(N),,,
SCINI2,,Scutellaria incana var. incana,NA (L48),"USA(AL, AR, GA, IA, IL, IN, KS, KY, LA, MD, MI, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WI, WV)",Lamiaceae,Perennial,L48(N),,,
SCOV,,Scutellaria ovata,NA (L48),"USA(AL, AR, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MN, MO, MS, NC, OH, OK, PA, SC, TN, TX, VA, WI, WV)",Lamiaceae,Perennial,L48(N),,,
SCOVB,,Scutellaria ovata ssp. bracteata,NA (L48),"USA(AL, AR, FL, GA, IL, KS, KY, LA, MO, MS, OK, TX)",Lamiaceae,Perennial,L48(N),,,
SCOVO,,Scutellaria ovata ssp. ovata,NA (L48),"USA(AL, AR, GA, IA, IL, IN, KS, KY, LA, MD, MI, MN, MO, MS, NC, OH, OK, SC, TN, TX, VA, WI, WV)",Lamiaceae,Perennial,L48(N),,,
SCOVR2,,Scutellaria ovata ssp. rupestris,NA (L48),"USA(AR, IL, MO)",Lamiaceae,Perennial,L48(N),,,
SCPAA2,,Scutellaria parvula var. australis,NA (L48),"USA(AL, AR, CT, DC, FL, GA, IL, IN, KS, KY, LA, MO, MS, NC, NY, OK, SC, TN, TX, VA, WV)",Lamiaceae,Perennial,L48(N),,,
SEPU,,Sedum pulchellum,NA (L48),"USA(AL, AR, GA, IL, KS, KY, MO, MS, OH, OK, TN, TX)",Crassulaceae,"Annual, Biennial, Perennial",L48(N),,,
SELAG,,Selaginella,"GL (L48, GL, PB)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA+(PR, VI)",Selaginellaceae,,"L48(I,N)CAN(N)GL(N)SPM(N)",,,
SEAP,,Selaginella apoda,NA (L48),"USA(AL, AR, CT, DC, DE, FL, GA, IL, IN, KY, LA, MA, MD, ME, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WV)",Selaginellaceae,Perennial,L48(N),,,
SENEC,,Senecio,"GL (L48, GL)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Asteraceae,,"L48(I,N)CAN(I,N)GL(I)SPM(I,N)",,,
SENNA,,Senna,"NA (L48, PB)","CAN(ON), USA+(PR, VI), USA(AL, AR, AZ, CA, CT, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NE, NH, NJ, NM, NV, NY, OH, OK, PA, PW, RI, SC, TN, TX, VA, VT, WI, WV)",Fabaceae,,"L48(I,N)CAN(N)",,,
SEMA11,,Senna marilandica,NA (L48),"USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MO, MS, NC, NE, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WI, WV)",Fabaceae,Perennial,L48(N),Spring and Summer,No,Summer
SEOB4,,Senna obtusifolia,"NA (L48, GU, PB), HI, PR, VI","USA+(PR, VI), USA(AL, AR, CA, DE, FL, GA, HI, IL, IN, KS, KY, LA, MA, MD, MO, MS, NC, NE, NJ, NY, OH, OK, PA, PW, SC, TN, TX, VA, WI, WV)",Fabaceae,"Annual, Perennial",L48(N)HI(I)PR(N)VI(N),,,
SESBA,,Sesbania,"NA (L48, PB)","CAN(ON), USA+(PR, VI), USA(AL, AR, AZ, CA, FL, GA, HI, IL, KS, KY, LA, MA, MD, MO, MS, NC, NY, OK, PA, PW, SC, TN, TX, UM, VA)",Fabaceae,,"L48(I,N)CAN(W)",,,
SETAR,,Setaria,"NA (L48, PB)","CAN(AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA(SB), USA+(PR, VI), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PW, RI, SC, SD, TN, TX, UM, UT, VA, VT, WA, WI, WV, WY)",Poaceae,,"L48(I,N)CAN(I,W)SPM(W)",,,
SEPA10,,Setaria parviflora,"NA (L48), HI, PR, VI","USA+(PR, VI), USA(AL, AR, AZ, CA, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, MO, MS, NC, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, TN, TX, UT, VA, WA, WV)",Poaceae,Perennial,L48(N)HI(I)PR(N)VI(N),,,
